SPEAKER,SENTENCE,DOMAINID,DOMAIN,CATEGORY,SPEAKERID,SENTENCEID,MAIN,SUB,QA,QACNCT,MQ,SQ,UA,SA,개체명,용어사전,지식베이스,
고객,프린트 한 장에 얼마예요?,H,관광여가오락,pc방,1,1,인쇄 가격 문의,,Q,,프린트 한 장에 얼마예요?,,,,"프린트, 한 장",,"한 장/수량, 프린트/인쇄",
점원,흑백은 500원 칼라는 1000원이에요,H,관광여가오락,pc방,0,2,인쇄 가격 문의,,A,,,,,흑백은 500원 칼라는 1000원이에요,"흑백, 500원, 칼라, 1000원",,"흑백/인쇄색상, 500원/이용가격, 칼라/인쇄색상, 1000원/이용가격",
고객,뭐가 이렇게 비싸요?,H,관광여가오락,pc방,1,3,인쇄 가격 문의,,Q,,뭐가 이렇게 비싸요?,,,,,,,
점원,사장님이 그렇게 책정하셨어요,H,관광여가오락,pc방,0,4,인쇄 가격 문의,,A,,,,,사장님이 그렇게 책정하셨어요,"사장님, 책정",,사장님/호칭,
고객,여기 1시간 이용료는 얼마죠?,H,관광여가오락,pc방,1,5,이용 가격 문의,,Q,,여기 1시간 이용료는 얼마죠?,,,,"1시간, 이용료",,"1시간/이용시간, 이용료/이용가격",
점원,한 시간에 1000원입니다,H,관광여가오락,pc방,0,6,이용 가격 문의,,A,,,,,한 시간에 1000원입니다,"한 시간, 1000원",,"한 시간/이용시간, 1000원/이용가격",
고객,그럼 서비스 이용하면서 프린트하면 더 싸게 받나요?,H,관광여가오락,pc방,1,7,이벤트 상품 문의,,Q,,그럼 서비스 이용하면서 프린트하면 더 싸게 받나요?,,,,"서비스, 이용, 프린트",,프린트/인쇄,
점원,컴퓨터 이용하실 경우 흑백은 300원 칼라는 500원입니다,H,관광여가오락,pc방,0,8,이벤트 상품 문의,,A,,,,,컴퓨터 이용하실 경우 흑백은 300원 칼라는 500원입니다,"컴퓨터, 이용, 흑백, 300원, 칼라, 500원",,"흑백/인쇄색상, 300원/이용가격, 칼라/인쇄색상, 500원/이용가격",
고객,그럼 1시간만 이용하면서 할게요,H,관광여가오락,pc방,1,9,이용 요청,,Q,,그럼 1시간만 이용하면서 할게요,,,,"1시간, 이용",,1시간/이용시간,
점원,네 알겠습니다,H,관광여가오락,pc방,0,10,이용 요청,,A,,,,,네 알겠습니다,,,,
고객,회원가입을 할 수 있나요?,H,관광여가오락,pc방,1,1,회원가입 문의,,Q,,회원가입을 할 수 있나요?,,,,회원가입,,회원가입/멤버십,
점원,네 원하는 자리에서 회원가입을 진행하시면 됩니다,H,관광여가오락,pc방,0,2,회원가입 문의,,A,,,,,네 원하는 자리에서 회원가입을 진행하시면 됩니다,"자리, 회원가입, 진행",,"자리/이용석, 회원가입/멤버십",
고객,요금은 어떻게 계산하나요?,H,관광여가오락,pc방,1,3,선후불 문의,,Q,,요금은 어떻게 계산하나요?,,,,"요금, 계산",요금/가격,,
점원,요금 충전기에서 선불로 요금 충전 후 이용 가능합니다,H,관광여가오락,pc방,0,4,무인시스템 이용 문의,,A,,,,,요금 충전기에서 선불로 요금 충전 후 이용 가능합니다,"요금, 충전기, 선불, 충전,  이용",요금/가격,"충전기/이용수단, 선불/결제방법, 충전/이용방법",
고객,음료 주문 가능한가요?,H,관광여가오락,pc방,1,5,음식 주문 방법 문의,,Q,,음료 주문 가능한가요?,,,,"음료, 주문",,,
점원,자리에서 PC로 음료 주문 가능합니다,H,관광여가오락,pc방,0,6,음식 주문 방법 문의,,A,,,,,자리에서 PC로 음료 주문 가능합니다,"자리, PC, 음료, 주문",PC/컴퓨터,자리/이용석,
고객,주문한 음료는 가져다주시나요?,H,관광여가오락,pc방,1,7,음식 주문 문의,,Q,,주문한 음료는 가져다주시나요?,,,,"주문, 음료",,,
점원,네 제가 자리로 가져다드립니다,H,관광여가오락,pc방,0,8,음식 주문 문의,,A,,,,,네 제가 자리로 가져다드립니다,자리,,자리/이용석,
고객,주문한 음식 계산은 어떻게 하나요?,H,관광여가오락,pc방,1,9,선후불 문의,,Q,,주문한 음식 계산은 어떻게 하나요?,,,,"주문, 음식, 계산",,,
점원,선불로 충전한 요금으로 결제하시거나 따로 결제 가능합니다,H,관광여가오락,pc방,0,10,선후불 문의,,A,,,,,선불로 충전한 요금으로 결제하시거나 따로 결제 가능합니다,"선불, 충전, 요금, 결제",요금/가격,"선불/결제방법, 충전/이용방법",
고객,2명 자리 있나요?,H,관광여가오락,pc방,1,1,이용 방법 문의,,Q,,2명 자리 있나요?,,,,"2명, 자리",,"2명/인원, 자리/이용석",
점원,네 이용 가능합니다,H,관광여가오락,pc방,0,2,이용 방법 문의,,A,,,,,네 이용 가능합니다,"이용,",,,
고객,프린트되는 자리로 주세요,H,관광여가오락,pc방,1,3,프린트 이용 문의,,Q,,프린트되는 자리로 주세요,,,,"프린트, 자리",,"자리/이용석, 프린트/인쇄",
점원,두 분 다 프린트 이용하십니까?,H,관광여가오락,pc방,0,4,이용 요청,사용 인원,Q,,,두 분 다 프린트 이용하십니까?,,,"두 분, 프린트, 이용",,"두 분/인원, 프린트/인쇄",
고객,네,H,관광여가오락,pc방,1,5,이용 요청,사용 인원,A,,,,네,,,,,
점원,자리 안내해드리겠습니다,H,관광여가오락,pc방,0,6,프린트 이용 문의,,A,,,,,자리 안내해드리겠습니다,"자리, 안내",,자리/이용석,
고객,프린트 비용은 얼마인가요?,H,관광여가오락,pc방,1,7,인쇄 가격 문의,,Q,,프린트 비용은 얼마인가요?,,,,"프린트, 비용",,"비용/이용가격, 프린트/인쇄",
점원,한 장에 50원입니다,H,관광여가오락,pc방,0,8,인쇄 가격 문의,,A,,,,,한 장에 50원입니다,"한 장, 50원",,"한 장/수량, 50원/이용가격",
고객,네 결제는 언제 하면 될까요?,H,관광여가오락,pc방,1,9,선후불 문의,,Q,,네 결제는 언제 하면 될까요?,,,,결제,,,
점원,나가실 때 결제해주세요,H,관광여가오락,pc방,0,10,선후불 문의,,A,,,,,나가실 때 결제해주세요,결제,,,
고객,거기 1시간 이용 요금이 얼마인가요?,H,관광여가오락,pc방,1,1,이용 가격 문의,,Q,,거기 1시간 이용 요금이 얼마인가요?,,,,"1시간, 이용, 요금",요금/가격,1시간/이용시간,
점원,천 원입니다,H,관광여가오락,pc방,0,2,이용 가격 문의,,A,,,,,천 원입니다,천 원,,천원/이용가격,
고객,이벤트가 있다고 들었는데 맞나요?,H,관광여가오락,pc방,1,3,이벤트 상품 문의,,Q,,이벤트가 있다고 들었는데 맞나요?,,,,이벤트,이벤트/행사,,
점원,네 현재 원 플러스 원 이벤트 진행 중입니다,H,관광여가오락,pc방,0,4,이벤트 상품 문의,,A,,,,,네 현재 원 플러스 원 이벤트 진행 중입니다,"원 플러스 원, 이벤트, 진행",이벤트/행사,원 플러스 원/행사종류,
고객,그럼 1시간 충전하면 1시간 더 추가되는 건가요?,H,관광여가오락,pc방,1,5,이벤트 상품 문의,,Q,,그럼 1시간 충전하면 1시간 더 추가되는 건가요?,,,,"1시간, 충전, 1시간, 추가",,"1시간/이용시간, 충전/이용방법",
점원,네 그렇습니다,H,관광여가오락,pc방,0,6,이벤트 상품 문의,,A,,,,,네 그렇습니다,,,,
고객,혹시 주차장 있나요?,H,관광여가오락,pc방,1,7,주차 문의,,Q,,혹시 주차장 있나요?,,,,주차장,,,
점원,건물 지하 1층에 주차장 있습니다,H,관광여가오락,pc방,0,8,주차 문의,,A,,,,,건물 지하 1층에 주차장 있습니다,"건물, 지하 1층, 주차장",,지하 1층/층수,
고객,주차권 끊어주실 수 있나요,H,관광여가오락,pc방,1,9,주차권 문의,,Q,,주차권 끊어주실 수 있나요,,,,주차권,,,
점원,네 저희 pc방 이용하시면 끊어드릴 수 있습니다,H,관광여가오락,pc방,0,10,주차권 문의,,A,,,,,네 저희 pc방 이용하시면 끊어드릴 수 있습니다,"pc방, 이용",,pc방/업소명,
고객,여기 인쇄되나요?,H,관광여가오락,pc방,1,1,프린트 이용 문의,,Q,,여기 인쇄되나요?,,,,인쇄,,,
점원,네 가능하세요,H,관광여가오락,pc방,0,2,프린트 이용 문의,,A,,,,,네 가능하세요,,,,
고객,한 장에 얼마예요?,H,관광여가오락,pc방,1,3,인쇄 가격 문의,,Q,,한 장에 얼마예요?,,,,한 장,,한 장/수량,
점원,컬러는 100원 흑백은 50원입니다,H,관광여가오락,pc방,0,4,인쇄 가격 문의,,A,,,,,컬러는 100원 흑백은 50원입니다,"컬러, 100원, 흑백, 50원",,"컬러/인쇄색상, 100원/이용가격, 흑백/인쇄색상, 50원/이용가격",
고객,제가 직접 인쇄할 수 있나요?,H,관광여가오락,pc방,1,5,프린트 이용 문의,,Q,,제가 직접 인쇄할 수 있나요?,,,,인쇄,,,
점원,저쪽 컴퓨터 이용하시면 되세요,H,관광여가오락,pc방,0,6,프린트 이용 문의,,A,,,,,저쪽 컴퓨터 이용하시면 되세요,"저쪽, 컴퓨터, 이용",,저쪽/방향,
고객,출력물 찾으러 왔는데요,H,관광여가오락,pc방,1,7,프린트 이용 문의,,Q,,출력물 찾으러 왔는데요,,,,출력물,,출력물/인쇄물,
점원,10장 하셔서 총 500원입니다,H,관광여가오락,pc방,0,8,프린트 이용 문의,,A,,,,,10장 하셔서 총 500원입니다,"10장, 500원",,"10장/인쇄수량, 500원/이용가격",
고객,죄송한데 잘못 나와서 다시 인쇄할게요,H,관광여가오락,pc방,1,9,프린트 이용 문의,,Q,,죄송한데 잘못 나와서 다시 인쇄할게요,,,,인쇄,,,
점원,조금 전 이용하셨던 컴퓨터로 인쇄하시면 됩니다,H,관광여가오락,pc방,0,10,프린트 이용 문의,,A,,,,,조금 전 이용하셨던 컴퓨터로 인쇄하시면 됩니다,"이용, 컴퓨터, 인쇄",,,
고객,자리 있나요?,H,관광여가오락,pc방,1,1,빈자리 여부 문의,,Q,,자리 있나요?,,,,자리,,자리/이용석,
점원,네 자리 있습니다,H,관광여가오락,pc방,0,2,빈자리 여부 문의,,A,,,,,네 자리 있습니다,자리,,자리/이용석,
고객,시간당 얼마인가요?,H,관광여가오락,pc방,1,3,이용 가격 문의,,Q,,시간당 얼마인가요?,,,,시간,,,
점원,천 원입니다,H,관광여가오락,pc방,0,4,이용 가격 문의,,A,,,,,천 원입니다,천 원,,천 원/이용가격,
고객,정액제 가능한가요?,H,관광여가오락,pc방,1,5,정액권 문의,,Q,,정액제 가능한가요?,,,,정액제,,정액제/정액제,
점원,네 가능합니다,H,관광여가오락,pc방,0,6,정액권 문의,,A,,,,,네 가능합니다,,,,
고객,회원가입해야 하나요?,H,관광여가오락,pc방,1,7,회원가입 문의,,Q,,회원가입해야 하나요?,,,,회원가입,,회원가입/멤버십,
점원,네 해야 가능하십니다,H,관광여가오락,pc방,0,8,회원가입 문의,,A,,,,,네 해야 가능하십니다,,,,
고객,그럼 회원가입하고 정액제 이용할게요,H,관광여가오락,pc방,1,9,정액권 요청,,Q,,그럼 회원가입하고 정액제 이용할게요,,,,"회원가입, 정액제, 이용",,"회원가입/멤버십, 정액제/정액제",
점원,네 알겠습니다,H,관광여가오락,pc방,0,10,정액권 요청,,A,,,,,네 알겠습니다,,,,
고객,1시간에 얼마인가요?,H,관광여가오락,pc방,1,1,이용 가격 문의,,Q,,1시간에 얼마인가요?,,,,1시간,,1시간/이용시간,
점원,4천 원입니다,H,관광여가오락,pc방,0,2,이용 가격 문의,,A,,,,,4천 원입니다,4천 원,,4천 원/이용가격,
고객,3명이 나란히 붙어있는 자리가 있나요?,H,관광여가오락,pc방,1,3,단체석 문의,,Q,,3명이 나란히 붙어있는 자리가 있나요?,,,,"3명, 자리",,"3명/인원, 자리/이용석",
점원,안내해 드리겠습니다,H,관광여가오락,pc방,0,4,단체석 문의,,A,,,,,안내해 드리겠습니다,안내,,,
고객,간단한 음식을 먹을 수 있나요?,H,관광여가오락,pc방,1,5,음식 주문 문의,,Q,,간단한 음식을 먹을 수 있나요?,,,,음식,,,
점원,네 여기서 구입할 수 있습니다,H,관광여가오락,pc방,0,6,음식 주문 문의,,A,,,,,네 여기서 구입할 수 있습니다,구입,,,
고객,혹시 컵라면도 있나요?,H,관광여가오락,pc방,1,7,음식 주문 문의,,Q,,혹시 컵라면도 있나요?,,,,컵라면,,컵라면/음식메뉴종류,
점원,종류별로 있습니다,H,관광여가오락,pc방,0,8,음식 주문 문의,,A,,,,,종류별로 있습니다,종류,,,
고객,음료도 있나요?,H,관광여가오락,pc방,1,9,음식 주문 문의,,Q,,음료도 있나요?,,,,음료,,,
점원,탄산음료가 있습니다,H,관광여가오락,pc방,0,10,음식 주문 문의,,A,,,,,탄산음료가 있습니다,탄산음료,,탄산음료/음식메뉴종류,
고객,금연석이 따로 있나요?,H,관광여가오락,pc방,1,1,금연석 요청,,Q,,금연석이 따로 있나요?,,,,금연석,,금연석/이용석,
점원,저희 PC방은 전부 금연석입니다,H,관광여가오락,pc방,0,2,금연석 요청,,A,,,,,저희 PC방은 전부 금연석입니다,"PC방, 금연석",,"PC방/업소명, 금연석/이용석",
고객,자리에 가서 그냥 사용하면 되나요?,H,관광여가오락,pc방,1,3,이용 방법 문의,,Q,,자리에 가서 그냥 사용하면 되나요?,,,,"자리, 사용",,자리/이용석,
점원,무인 기계에서 사용하실 시간과 금액을 정해주시면 됩니다,H,관광여가오락,pc방,0,4,무인시스템 이용 문의,,A,,,,,무인 기계에서 사용하실 시간과 금액을 정해주시면 됩니다,"무인 기계, 사용, 시간, 금액",금액/가격,"무인 기계/이용수단, 시간/이용시간",
고객,카드로 결제되는 건가요?,H,관광여가오락,pc방,1,5,카드 결제 가능 문의,,Q,,카드로 결제되는 건가요?,,,,"카드, 결제",,카드/결제수단,
점원,현금으로도 결제하실 수 있습니다,H,관광여가오락,pc방,0,6,카드 결제 가능 문의,,A,,,,,현금으로도 결제하실 수 있습니다,"현금, 결제",,현금/결제수단,
고객,한 시간에 얼마를 하나요?,H,관광여가오락,pc방,1,7,이용 가격 문의,,Q,,한 시간에 얼마를 하나요?,,,,한 시간,,한 시간/이용시간,
점원,천오백 원입니다,H,관광여가오락,pc방,0,8,이용 가격 문의,,A,,,,,천오백 원입니다,천오백 원,,천오백 원/이용가격,
고객,음식을 주문할 수 있을까요?,H,관광여가오락,pc방,1,9,음식 주문 문의,,Q,,음식을 주문할 수 있을까요?,,,,"음식, 주문",,,
점원,가능합니다,H,관광여가오락,pc방,0,10,음식 주문 문의,,A,,,,,가능합니다,,,,
고객,여기는 한 시간에 얼마에요?,H,관광여가오락,pc방,1,1,이용 가격 문의,,Q,,여기는 한 시간에 얼마에요?,,,,한 시간,,한 시간/이용시간,
점원,회원이시면 시간당 1000원이고 비회원은 1200원입니다,H,관광여가오락,pc방,0,2,고객 관리,,A,,,,,회원이시면 시간당 1000원이고 비회원은 1200원입니다,"회원, 시간, 1000원, 비회원, 1200원",,"회원/멤버십, 1000원/이용가격, 비회원/이용형태회원, 1200원/이용가격",
고객,현금이랑 카드 모두 되나요?,H,관광여가오락,pc방,1,3,결제 수단 문의,,Q,,현금이랑 카드 모두 되나요?,,,,"현금, 카드",,"현금/결제수단, 카드/결제수단",
점원,네 무인정산기에서 결제하실 수도 있습니다,H,관광여가오락,pc방,0,4,무인시스템 이용 문의,,A,,,,,네 무인정산기에서 결제하실 수도 있습니다,"무인정산기, 결제",,무인정산기/이용수단,
고객,미리 선 결제하면 할인되는 거 있나요?,H,관광여가오락,pc방,1,5,이벤트 상품 문의,,Q,,미리 선 결제하면 할인되는 거 있나요?,,,,"결제, 할인",,,
점원,10시간 단위로 정액제 하시면 할인도 되고 1시간 무료 서비스 있습니다,H,관광여가오락,pc방,0,6,이벤트 상품 문의,,A,,,,,10시간 단위로 정액제 하시면 할인도 되고 1시간 무료 서비스 있습니다,"10시간, 단위, 정액제, 할인, 1시간, 무료, 서비스",,"10시간/이용시간, 정액제/정액제, 1시간/이용시간",
고객,그 정액제는 얼마인가요?,H,관광여가오락,pc방,1,7,정액권 문의,,Q,,그 정액제는 얼마인가요?,,,,정액제,,정액제/정액제,
점원,정액제는 회원만 하실 수 있고 10시간에 9000원입니다,H,관광여가오락,pc방,0,8,정액권 문의,,A,,,,,정액제는 회원만 하실 수 있고 10시간에 9000원입니다,"정액제, 회원, 10시간, 9000원",,"정액제/정액제, 회원/멤버십, 10시간/이용시간, 9000원/이용가격",
고객,그럼 20시간 정액제 먼저 결제하겠습니다,H,관광여가오락,pc방,1,9,정액권 요청,,Q,,그럼 20시간 정액제 먼저 결제하겠습니다,,,,"20시간, 정액제, 결제",,"20시간/이용시간, 정액제/정액제",
점원,회원 아이디 말씀해주시면 결제 후 정액제 처리해드리겠습니다,H,관광여가오락,pc방,0,10,정액권 요청,,A,,,,,회원 아이디 말씀해주시면 결제 후 정액제 처리해드리겠습니다,"회원, 아이디, 말씀, 결제, 정액제, 처리",아이디/신분증명,"회원/멤버십, 정액제/정액제",
