"SPEAKER","SENTENCE","DOMAINID","DOMAIN","CATEGORY","SPEAKERID","SENTENCEID","MAIN","SUB","QA","QACNCT","MQ","SQ","UA","SA","개체명","용어사전","지식베이스","",""
"고객","어느 정도 하면 살은 빠질까요?","C","학원","태권도","1","17","수강후다이어트효과","","Q","","어느 정도 하면 살은 빠질까요?","","","","정도, 살","","","",""
"점원","저희 도장이 운동량은 상당히 많습니다만 다이어트는 식이조절과 식습관 개선도 함께 이루어져야 하기 때문에 학생 하기에 따라 차이가 있을 것 같아요","C","학원","태권도","0","18","수강후다이어트효과","","A","","","","","저희 도장이 운동량은 상당히 많습니다만 다이어트는 식이조절과 식습관 개선도 함께 이루어져야 하기 때문에 학생 하기에 따라 차이가 있을 것 같아요","도장, 운동량, 다이어트, 식이조절, 식습관, 개선, 학생, 차이","","","",""
"고객","저녁에 애를 데리고 한 번 나올게요","C","학원","태권도","1","19","방문시간문의","","Q","","저녁에 애를 데리고 한 번 나올게요","","","","저녁, 한 번","","저녁/시간, 한 번/횟수","",""
"점원","9시반에 시작하니까 그 전에 한 번 와보세요","C","학원","태권도","0","20","방문시간문의","","A","","","","","9시반에 시작하니까 그 전에 한 번 와보세요","9시, 시작, 전, 한 번","","9시/시작시간, 한 번/횟수","",""
"고객","초등학교 2학년 올라가거든요","C","학원","태권도","1","1","상담문의","","Q","","초등학교 2학년 올라가거든요","","","","초등학교 2학년","","초등학교 2학년/대상","",""
"점원","어느 초등학교죠?","C","학원","태권도","0","2","상담문의","학생다니는학교","Q","","","어느 초등학교죠?","","","초등학교","","","",""
"고객","이 부근에","C","학원","태권도","1","3","상담문의","학생다니는학교","A","","","","이 부근에","","부근","","","",""
"고객","초등학교 2학년짜리도 있나요?","C","학원","태권도","1","4","수강생구성문의","","Q","","초등학교 2학년짜리도 있나요?","","","","초등학교 2학년","","초등학교 2학년/대상","",""
"점원","그 반에 절반 이상 다 있어요","C","학원","태권도","0","5","수강생구성문의","","A","","","","","그 반에 절반 이상 다 있어요","반, 절반, 이상","","","",""
"고객","강의료는 얼마쯤?","C","학원","태권도","1","6","교육비문의","","Q","","강의료는 얼마쯤?","","","","강의료, 얼마","","","",""
"점원","주 5회 12만 원이고 주 3회 10만 원이에요","C","학원","태권도","0","7","교육비문의","","A","","","","","주 5회 12만 원이고 주 3회 10만 원이에요","주 5회, 12만 원, 주 3회, 10만 원","","주 5회/횟수, 12만 원/금액, 주 3회/횟수, 10만 원/금액","",""
"고객","시간대는?","C","학원","태권도","1","8","학년별시간표문의","","Q","","시간대는?","","","","시간대","","","",""
"점원","세시 반에서 네시 반까지 하는 시간대가 제일 많아요","C","학원","태권도","0","9","학년별시간표문의","","A","","","","","세시 반에서 네시 반까지 하는 시간대가 제일 많아요","세시 반, 네시 반, 시간대","","세시 반시간, 네시 반/시간","",""
"고객","운동을 하면 다이어트에 도움이 좀 안 되겠나?","C","학원","태권도","1","10","수강후다이어트효과","","Q","","운동을 하면 다이어트에 도움이 좀 안 되겠나?","","","","운동, 다이어트, 도움","","","",""
"점원","이 나이대 애들은 다이어트가 보다 키 성장과 비만 예방에 초점을 맞춥니다","C","학원","태권도","0","11","수강후다이어트효과","","A","","","","","이 나이대 애들은 다이어트가 보다 키 성장과 비만 예방에 초점을 맞춥니다","나이, 다이어트, 키, 성장, 비만, 예방, 초점","","","",""
"고객","몇 시간쯤 하나요?","C","학원","태권도","1","12","강의시간문의","","Q","","몇 시간쯤 하나요?","","","","몇 시간","","","",""
"점원","한 시간요","C","학원","태권도","0","13","강의시간문의","","A","","","","","한 시간요","한 시간","","한 시간/시간","",""
"고객","애를 데리고 이 시간쯤 다시 와도 될까요?","C","학원","태권도","1","14","방문시간문의","","Q","","애를 데리고 이 시간쯤 다시 와도 될까요?","","","","시간","","","",""
"점원","네 이 시간대에 오시면 좋을 것 같아요","C","학원","태권도","0","15","방문시간문의","","A","","","","","네 이 시간대에 오시면 좋을 것 같아요","시간","","","",""
"점원","명함 하나 드릴까요?","C","학원","태권도","0","16","팜플렛명함요청","팜플렛명함","Q","","","명함 하나 드릴까요?","","","명함, 하나","","","",""
"고객","네 명함 하나 주세요","C","학원","태권도","1","17","팜플렛명함요청","팜플렛명함","A","","","","네 명함 하나 주세요","","명함, 하나","","","",""
"고객","이제 초등학교 5학년인데 태권도 수강료가 얼마쯤?","C","학원","태권도","1","1","교육비문의","","Q","","이제 초등학교 5학년인데 태권도 수강료가 얼마쯤?","","","","초등학교 5학년, 태권도, 수강료, 얼마","","초등학교 5학년/대상, 태권도/과목","",""
"점원","수강료는 주 5일 12만 원입니다","C","학원","태권도","0","2","교육비문의","","A","","","","","수강료는 주 5일 12만 원입니다","수강료, 주 5일, 12만 원","","주 5일/횟수, 12만 원/금액","",""
"고객","지금 수업하고 계시는 건가요?","C","학원","태권도","1","3","학년별시간표문의","","Q","","지금 수업하고 계시는 건가요?","","","","지금, 수업","","","",""
"점원","네 수업 시간인데 학교 방학이고 설 쉬고 해서 애들이 좀 없습니다","C","학원","태권도","0","4","학년별시간표문의","","A","","","","","네 수업 시간인데 학교 방학이고 설 쉬고 해서 애들이 좀 없습니다","수업, 시간, 학교, 방학, 설","","","",""
"점원","학교는 어디인가요?","C","학원","태권도","0","5","상담문의","학생다니는학교","Q","","","학교는 어디인가요?","","","학교, 어디","","","",""
"고객","월곡","C","학원","태권도","1","6","상담문의","학생다니는학교","A","","","","월곡","","월곡","","월곡/학교명","",""
"점원","댁은 어디신가요?","C","학원","태권도","0","7","상담문의","학생위치","Q","","","댁은 어디신가요?","","","댁, 어디","","","",""
"고객","부근이에요 걸어서 오면 돼요","C","학원","태권도","1","8","상담문의","학생위치","A","","","","부근이에요 걸어서 오면 돼요","","부근","","","",""
"고객","우리애는 여자앤데 여학생은?","C","학원","태권도","1","9","수강생구성문의","","Q","","우리애는 여자앤데 여학생은?","","","","여자, 여학생","","여자/셩별, 여학생/성별","",""
"점원","여학생은 두세 명 되긴 하는데 저녁때 오거든요","C","학원","태권도","0","10","수강생구성문의","","A","","","","","여학생은 두세 명 되긴 하는데 저녁때 오거든요","여학생, 두세 명, 저녁","","여학생/성별, 두세 명/인원, 저녁/시간","",""
"고객","다이어트 좀 시킬까 싶어서 왔는데 살 좀 빠질까요?","C","학원","태권도","1","11","수강후다이어트효과","","Q","","다이어트 좀 시킬까 싶어서 왔는데 살 좀 빠질까요?","","","","다이어트, 살","","","",""
"점원","네 줄넘기도 하고 운동량이 많을거에요","C","학원","태권도","0","12","수강후다이어트효과","","A","","","","","네 줄넘기도 하고 운동량이 많을거에요","줄넘기, 운동량","","줄넘기/과목","",""
"고객","여학생이라 뚱뚱해서 놀림은 안 받겠나?","C","학원","태권도","1","13","학생들과의트러블있을경우별도관리유무문의","","Q","","여학생이라 뚱뚱해서 놀림은 안 받겠나?","","","","여학생","","여학생/성별","",""
"점원","그런 건 없습니다","C","학원","태권도","0","14","학생들과의트러블있을경우별도관리유무문의","","A","","","","","그런 건 없습니다","","","","",""
"고객","한 반에 몇 명쯤 돼요?","C","학원","태권도","1","15","반별학생수문의","","Q","","한 반에 몇 명쯤 돼요?","","","","한 반, 몇 명","","","",""
"점원","이 시간에는 13명 14명 정도요","C","학원","태권도","0","16","반별학생수문의","","A","","","","","이 시간에는 13명 14명 정도요","시간, 13명, 14명, 정도","","13명/인원, 14명/인원","",""
"고객","저녁 부는 수업이 다른가요?","C","학원","태권도","1","17","프로그램문의","","Q","","저녁 부는 수업이 다른가요?","","","","저녁, 수업, 시간","","저녁/시간","",""
"점원","저녁 부는 전문적으로 시합 뛰는 선수들도 있고 고학년들부터 대학생까지 수업이라 난이도가 좀 쎄요","C","학원","태권도","0","18","프로그램문의","","A","","","","","저녁 부는 전문적으로 시합 뛰는 선수들도 있고 고학년들부터 대학생까지 수업이라 난이도가 좀 쎄요","저녁, 전문적, 시합, 선수, 고학년, 대학생, 수업, 난이도","","","",""
"고객","초보가 아니고 전문적으로 하는 아이들만 가능한가요?","C","학원","태권도","1","19","수강생구성문의","","Q","","초보가 아니고 전문적으로 하는 아이들만 가능한가요?","","","","초보, 전문적, 아이, 가능","","","",""
"점원","초보도 있습니다 살 빼려고 오는 고등학생도 있고요.","C","학원","태권도","0","20","수강생구성문의","","A","","","","","초보도 있습니다 살 빼려고 오는 고등학생도 있고요.","초보, 살, 고등학생","","고등학생/대상","",""
"고객","한 번 수업하는 데 몇 시간 걸려요?","C","학원","태권도","1","21","강의시간문의","","Q","","한 번 수업하는 데 몇 시간 걸려요?","","","","한 번, 수업, 몇 시간","","","",""
"점원","4시부 6시부는 50분 정도 합니다","C","학원","태권도","0","22","강의시간문의","","A","","","","","4시부 6시부는 50분 정도 합니다","4시부, 6시부, 50분, 정도","","4시부시간대, 6시부/시간대, 50분/시간","",""
"고객","제가 애를 데리고 한 번 와볼게요","C","학원","태권도","1","23","상담문의","","Q","","제가 애를 데리고 한 번 와볼게요","","","","한 번","","한 번/횟수","",""
"고객","상담 잠깐 할 수 있어요?","C","학원","태권도","1","1","상담문의","","Q","","상담 잠깐 할 수 있어요?","","","","상담","","","",""
"점원","네 말씀하세요","C","학원","태권도","0","2","상담문의","","A","","","","","네 말씀하세요","말씀","","","",""
"고객","합기도랑 태권도랑 어떻게 달라요?","C","학원","태권도","1","3","합기도와태권도차이점문의","","Q","","합기도랑 태권도랑 어떻게 달라요?","","","","합기도, 태권도","","합기도/도법, 태권도/도법","",""
"점원","합기도는 호신술을 위주로 하고 태권도에 없는 낙법도 하고요 나머지는 비슷해요","C","학원","태권도","0","4","합기도와태권도차이점문의","","A","","","","","합기도는 호신술을 위주로 하고 태권도에 없는 낙법도 하고요 나머지는 비슷해요","합기도, 호신술, 위주, 태권도, 낙법","","","",""
"고객","합기도도 몇 단 이런 게 있죠?","C","학원","태권도","1","5","단수문의","","Q","","합기도도 몇 단 이런 게 있죠?","","","","합기도, 몇 단","","합기도/도법","",""
